seconds	speed	acc_on	acc_active	acc_gap_setting	acc_set_speed	acc_dist	gps_lat	gps_long	gps_heading	vsl_last_update	vsl_speed	vsl_mode
58331.785	23.86	1	1	3	24.59	0	37.884219333333	-122.30879933333	171.0	17	55	1
58331.834	23.86	1	1	3	24.59	0	37.884219333333	-122.30879933333	171.0	17	55	1
58331.885	23.81	1	1	3	24.59	0	37.884219333333	-122.30879933333	171.0	17	55	1
58331.934	23.81	1	1	3	24.59	0	37.884219333333	-122.30879933333	171.0	17	55	1
58331.985	23.83	1	1	3	24.59	0	37.884177000000	-122.30879100000	171.2	17	55	1
58332.034	23.83	1	1	3	24.59	0	37.884177000000	-122.30879100000	171.2	17	55	1
58332.085	23.89	1	1	3	24.59	0	37.884177000000	-122.30879100000	171.2	17	55	1
58332.134	23.89	1	1	3	24.59	0	37.884177000000	-122.30879100000	171.2	17	55	1
58332.184	23.81	1	1	3	24.59	0	37.884134500000	-122.30878266667	171.2	17	55	1
58332.234	23.81	1	1	3	24.59	0	37.884134500000	-122.30878266667	171.2	17	55	1
58332.285	23.83	1	1	3	24.59	0	37.884134500000	-122.30878266667	171.2	17	55	1
58332.333	23.83	1	1	3	24.59	0	37.884134500000	-122.30878266667	171.2	17	55	1
58332.385	23.78	1	1	3	24.59	0	37.884092000000	-122.30877416667	171.0	17	55	1
58332.434	23.78	1	1	3	24.59	0	37.884092000000	-122.30877416667	171.0	17	55	1
58332.485	23.83	1	1	3	24.59	64.199997	37.884092000000	-122.30877416667	171.0	17	55	1
58332.534	23.83	1	1	3	24.59	64.199997	37.884092000000	-122.30877416667	171.0	17	55	1
58332.585	23.83	1	1	3	24.59	64.5	37.884049500000	-122.30876583333	171.2	17	55	1
58332.633	23.83	1	1	3	24.59	64.5	37.884049500000	-122.30876583333	171.2	17	55	1
58332.685	23.83	1	1	3	24.59	64.800003	37.884049500000	-122.30876583333	171.2	17	55	1
58332.734	23.83	1	1	3	24.59	64.800003	37.884049500000	-122.30876583333	171.2	17	55	1
58332.785	23.83	1	1	3	24.59	64.800003	37.884007000000	-122.30875750000	171.2	17	55	1
58332.834	23.83	1	1	3	24.59	64.800003	37.884007000000	-122.30875750000	171.2	17	55	1
58332.885	23.83	1	1	3	24.59	65.400002	37.884007000000	-122.30875750000	171.2	17	55	1
58332.934	23.83	1	1	3	24.59	65.400002	37.884007000000	-122.30875750000	171.2	17	55	1
58332.985	23.81	1	1	3	24.59	65.800003	37.883964500000	-122.30874933333	171.4	17	55	1
58333.033	23.81	1	1	3	24.59	65.800003	37.883964500000	-122.30874933333	171.4	17	55	1
58333.085	23.81	1	1	3	24.59	66	37.883964500000	-122.30874933333	171.4	17	55	1
58333.134	23.81	1	1	3	24.59	66	37.883964500000	-122.30874933333	171.4	17	55	1
58333.185	23.83	1	1	3	24.59	66.099998	37.883922000000	-122.30874100000	171.2	17	55	1
58333.234	23.83	1	1	3	24.59	66.099998	37.883922000000	-122.30874100000	171.2	17	55	1
58333.285	23.83	1	1	3	24.59	66.599998	37.883922000000	-122.30874100000	171.2	17	55	1
58333.334	23.83	1	1	3	24.59	66.599998	37.883922000000	-122.30874100000	171.2	17	55	1
58333.385	23.86	1	1	3	24.59	66.800003	37.883879500000	-122.30873250000	171.0	17	55	1
58333.433	23.86	1	1	3	24.59	66.800003	37.883879500000	-122.30873250000	171.0	17	55	1
58333.485	23.83	1	1	3	24.59	66.800003	37.883879500000	-122.30873250000	171.0	17	55	1
58333.534	23.83	1	1	3	24.59	66.800003	37.883879500000	-122.30873250000	171.0	17	55	1
58333.585	23.81	1	1	3	24.59	67.900002	37.883837000000	-122.30872416667	171.2	17	55	1
58333.634	23.81	1	1	3	24.59	67.900002	37.883837000000	-122.30872416667	171.2	17	55	1
58333.685	23.86	1	1	3	24.59	67.900002	37.883837000000	-122.30872416667	171.2	17	55	1
58333.734	23.86	1	1	3	24.59	67.900002	37.883837000000	-122.30872416667	171.2	17	55	1
58333.785	23.83	1	1	3	24.59	67.900002	37.883794500000	-122.30871583333	171.2	17	55	1
58333.834	23.83	1	1	3	24.59	67.900002	37.883794500000	-122.30871583333	171.2	17	55	1
58333.885	23.83	1	1	3	24.59	69	37.883794500000	-122.30871583333	171.2	17	55	1
58333.934	23.83	1	1	3	24.59	69	37.883794500000	-122.30871583333	171.2	17	55	1
58333.985	23.81	1	1	3	24.59	69	37.883752000000	-122.30870733333	171.0	17	55	1
58334.033	23.81	1	1	3	24.59	69	37.883752000000	-122.30870733333	171.0	17	55	1
58334.085	23.89	1	1	3	24.59	69	37.883752000000	-122.30870733333	171.0	17	55	1
58334.133	23.89	1	1	3	24.59	69	37.883752000000	-122.30870733333	171.0	17	55	1
58334.185	23.92	1	1	3	24.59	70	37.883709500000	-122.30869900000	171.2	17	55	1
58334.234	23.92	1	1	3	24.59	70	37.883709500000	-122.30869900000	171.2	17	55	1
58334.285	23.92	1	1	3	24.59	70.400002	37.883709500000	-122.30869900000	171.2	17	55	1
58334.334	23.92	1	1	3	24.59	70.400002	37.883709500000	-122.30869900000	171.2	17	55	1
58334.385	23.92	1	1	3	24.59	70.800003	37.883667000000	-122.30869050000	171.0	17	55	1
58334.434	23.92	1	1	3	24.59	70.800003	37.883667000000	-122.30869050000	171.0	17	55	1
58334.485	23.86	1	1	3	24.59	71.199997	37.883667000000	-122.30869050000	171.0	17	55	1
58334.534	23.86	1	1	3	24.59	71.199997	37.883667000000	-122.30869050000	171.0	17	55	1
58334.585	23.89	1	1	3	24.59	71.400002	37.883624500000	-122.30868216667	171.2	17	55	1
58334.633	23.89	1	1	3	24.59	71.400002	37.883624500000	-122.30868216667	171.2	17	55	1
58334.685	23.86	1	1	3	24.59	71.400002	37.883624500000	-122.30868216667	171.2	17	55	1
58334.734	23.86	1	1	3	24.59	71.400002	37.883624500000	-122.30868216667	171.2	17	55	1
58334.785	23.89	1	1	3	24.59	72.199997	37.883581833333	-122.30867366667	171.1	17	55	1
58334.834	23.89	1	1	3	24.59	72.199997	37.883581833333	-122.30867366667	171.1	17	55	1
58334.885	24.00	1	1	3	24.59	72.599998	37.883581833333	-122.30867366667	171.1	17	55	1
58334.934	24.00	1	1	3	24.59	72.599998	37.883581833333	-122.30867366667	171.1	17	55	1
58334.985	23.94	1	1	3	24.59	73	37.883539333333	-122.30866500000	170.9	17	55	1
58335.034	23.94	1	1	3	24.59	73	37.883539333333	-122.30866500000	170.9	17	55	1
58335.086	23.92	1	1	3	24.59	73.400002	37.883539333333	-122.30866500000	170.9	17	55	1
58335.135	23.92	1	1	3	24.59	73.400002	37.883539333333	-122.30866500000	170.9	17	55	1
58335.186	23.97	1	1	3	24.59	73.400002	37.883496833333	-122.30865633333	170.9	17	55	1
58335.235	23.97	1	1	3	24.59	73.400002	37.883496833333	-122.30865633333	170.9	17	55	1
58335.286	23.94	1	1	3	24.59	31.4	37.883496833333	-122.30865633333	170.9	17	55	1
58335.335	23.94	1	1	3	24.59	31.4	37.883496833333	-122.30865633333	170.9	17	55	1
58335.386	23.94	1	1	3	24.59	31.4	37.883454333333	-122.30864766667	170.9	17	55	1
58335.434	23.94	1	1	3	24.59	31.4	37.883454333333	-122.30864766667	170.9	17	55	1
58335.486	24.00	1	1	3	24.59	31.9	37.883454333333	-122.30864766667	170.9	17	55	1
58335.535	24.00	1	1	3	24.59	31.9	37.883454333333	-122.30864766667	170.9	17	55	1
58335.585	23.92	1	1	3	24.59	32.200001	37.883411833333	-122.30863866667	170.5	17	55	1
58335.635	23.92	1	1	3	24.59	32.200001	37.883411833333	-122.30863866667	170.5	22	55	1
58335.686	23.94	1	1	3	24.59	32.200001	37.883411833333	-122.30863866667	170.5	22	55	1
58335.735	23.94	1	1	3	24.59	32.200001	37.883411833333	-122.30863866667	170.5	22	55	1
58335.786	23.92	1	1	3	24.59	32.200001	37.883369333333	-122.30862966667	170.5	22	55	1
58335.835	23.92	1	1	3	24.59	32.200001	37.883369333333	-122.30862966667	170.5	22	55	1
58335.886	23.94	1	1	3	24.59	32.700001	37.883369333333	-122.30862966667	170.5	22	55	1
58335.935	23.94	1	1	3	24.59	32.700001	37.883369333333	-122.30862966667	170.5	22	55	1
58335.986	23.94	1	1	3	24.59	33.099998	37.883326833333	-122.30862066667	170.5	22	55	1
58336.035	23.94	1	1	3	24.59	33.099998	37.883326833333	-122.30862066667	170.5	22	55	1
58336.086	24.00	1	1	3	24.59	33.099998	37.883326833333	-122.30862066667	170.5	22	55	1
58336.135	24.00	1	1	3	24.59	33.099998	37.883326833333	-122.30862066667	170.5	22	55	1
58336.186	23.86	1	1	3	24.59	33.099998	37.883284333333	-122.30861150000	170.3	22	55	1
58336.235	23.86	1	1	3	24.59	33.099998	37.883284333333	-122.30861150000	170.3	22	55	1
58336.285	23.94	1	1	3	24.59	33.099998	37.883284333333	-122.30861150000	170.3	22	55	1
58336.334	23.94	1	1	3	24.59	33.099998	37.883284333333	-122.30861150000	170.3	22	55	1
58336.385	24.00	1	1	3	24.59	33.099998	37.883241833333	-122.30860216667	170.2	22	55	1
58336.434	24.00	1	1	3	24.59	33.099998	37.883241833333	-122.30860216667	170.2	22	55	1
58336.485	23.97	1	1	3	24.59	33.099998	37.883241833333	-122.30860216667	170.2	22	55	1
58336.534	23.97	1	1	3	24.59	33.099998	37.883241833333	-122.30860216667	170.2	22	55	1
58336.585	24.00	1	1	3	24.59	33.099998	37.883199333333	-122.30859283333	170.2	22	55	1
58336.633	24.00	1	1	3	24.59	33.099998	37.883199333333	-122.30859283333	170.2	22	55	1
58336.684	23.97	1	1	3	24.59	34.700001	37.883199333333	-122.30859283333	170.2	22	55	1
58336.732	23.97	1	1	3	24.59	34.700001	37.883199333333	-122.30859283333	170.2	22	55	1
58336.785	23.97	1	1	3	24.59	34.700001	37.883156833333	-122.30858333333	170.0	22	55	1
58336.834	23.97	1	1	3	24.59	34.700001	37.883156833333	-122.30858333333	170.0	22	55	1
58336.885	23.92	1	1	3	24.59	35.299999	37.883156833333	-122.30858333333	170.0	22	55	1
58336.934	23.92	1	1	3	24.59	35.299999	37.883156833333	-122.30858333333	170.0	22	55	1
58336.985	23.97	1	1	3	24.59	35.299999	37.883114333333	-122.30857383333	170.0	22	55	1
58337.034	23.97	1	1	3	24.59	35.299999	37.883114333333	-122.30857383333	170.0	22	55	1
58337.085	23.97	1	1	3	24.59	35.700001	37.883114333333	-122.30857383333	170.0	22	55	1
58337.134	23.97	1	1	3	24.59	35.700001	37.883114333333	-122.30857383333	170.0	22	55	1
58337.185	23.97	1	1	3	24.59	36	37.883071833333	-122.30856416667	169.8	22	55	1
58337.234	23.97	1	1	3	24.59	36	37.883071833333	-122.30856416667	169.8	22	55	1
58337.285	24.03	1	1	3	24.59	36.299999	37.883071833333	-122.30856416667	169.8	22	55	1
58337.334	24.03	1	1	3	24.59	36.299999	37.883071833333	-122.30856416667	169.8	22	55	1
58337.385	23.94	1	1	3	24.59	36.299999	37.883029500000	-122.30855450000	169.8	22	55	1
58337.433	23.97	1	1	3	24.59	37	37.883029500000	-122.30855450000	169.8	22	55	1
58337.484	23.97	1	1	3	24.59	37	37.883029500000	-122.30855450000	169.8	22	55	1
58337.534	23.94	1	1	3	24.59	37.200001	37.883029500000	-122.30855450000	169.8	22	55	1
58337.584	23.94	1	1	3	24.59	37.200001	37.883029500000	-122.30855450000	169.8	22	55	1
58337.634	23.94	1	1	3	24.59	37.200001	37.882987000000	-122.30854483333	169.8	22	55	1
58337.685	23.94	1	1	3	24.59	37.5	37.882987000000	-122.30854483333	169.8	22	55	1
58337.732	23.94	1	1	3	24.59	37.5	37.882987000000	-122.30854483333	169.8	22	55	1
58337.785	23.97	1	1	3	24.59	37.5	37.882944500000	-122.30853516667	169.8	22	55	1
58337.834	23.97	1	1	3	24.59	37.5	37.882944500000	-122.30853516667	169.8	22	55	1
58337.885	23.97	1	1	3	24.59	38	37.882944500000	-122.30853516667	169.8	22	55	1
58337.934	23.97	1	1	3	24.59	38	37.882944500000	-122.30853516667	169.8	22	55	1
58337.985	23.97	1	1	3	24.59	38.299999	37.882902166667	-122.30852550000	169.8	22	55	1
58338.034	23.97	1	1	3	24.59	38.299999	37.882902166667	-122.30852550000	169.8	22	55	1
58338.085	23.94	1	1	3	24.59	38.400002	37.882902166667	-122.30852550000	169.8	22	55	1
58338.134	23.94	1	1	3	24.59	38.400002	37.882902166667	-122.30852550000	169.8	22	55	1
58338.185	23.94	1	1	3	24.59	38.700001	37.882859666667	-122.30851583333	169.8	22	55	1
58338.234	23.94	1	1	3	24.59	38.700001	37.882859666667	-122.30851583333	169.8	22	55	1
58338.285	23.92	1	1	3	24.59	39.099998	37.882859666667	-122.30851583333	169.8	22	55	1
58338.334	23.92	1	1	3	24.59	39.099998	37.882859666667	-122.30851583333	169.8	22	55	1
58338.385	23.92	1	1	3	24.59	39.400002	37.882817166667	-122.30850616667	169.8	22	55	1
58338.434	23.92	1	1	3	24.59	39.400002	37.882817166667	-122.30850616667	169.8	22	55	1
58338.485	23.94	1	1	3	24.59	39.700001	37.882817166667	-122.30850616667	169.8	22	55	1
58338.534	23.94	1	1	3	24.59	39.700001	37.882817166667	-122.30850616667	169.8	22	55	1
58338.585	23.94	1	1	3	24.59	40	37.882774666667	-122.30849633333	169.7	22	55	1
58338.634	23.94	1	1	3	24.59	40	37.882774666667	-122.30849633333	169.7	22	55	1
58338.685	23.97	1	1	3	24.59	40.200001	37.882774666667	-122.30849633333	169.7	22	55	1
58338.734	23.97	1	1	3	24.59	40.200001	37.882774666667	-122.30849633333	169.7	22	55	1
58338.785	23.94	1	1	3	24.59	40.5	37.882732166667	-122.30848666667	169.8	22	55	1
58338.834	23.94	1	1	3	24.59	40.5	37.882732166667	-122.30848666667	169.8	22	55	1
58338.885	23.97	1	1	3	24.59	40.700001	37.882732166667	-122.30848666667	169.8	22	55	1
58338.934	23.97	1	1	3	24.59	40.700001	37.882732166667	-122.30848666667	169.8	22	55	1
58338.985	23.92	1	1	3	24.59	41	37.882689666667	-122.30847683333	169.7	22	55	1
58339.034	23.92	1	1	3	24.59	41	37.882689666667	-122.30847683333	169.7	22	55	1
58339.085	23.97	1	1	3	24.59	41.400002	37.882689666667	-122.30847683333	169.7	22	55	1
58339.134	23.97	1	1	3	24.59	41.400002	37.882689666667	-122.30847683333	169.7	22	55	1
58339.185	23.89	1	1	3	24.59	41.400002	37.882647166667	-122.30846700000	169.7	22	55	1
58339.234	23.89	1	1	3	24.59	41.400002	37.882647166667	-122.30846700000	169.7	22	55	1
58339.285	23.97	1	1	3	24.59	42	37.882647166667	-122.30846700000	169.7	22	55	1
58339.334	23.97	1	1	3	24.59	42	37.882647166667	-122.30846700000	169.7	22	55	1
58339.385	23.89	1	1	3	24.59	42	37.882604666667	-122.30845716667	169.7	22	55	1
58339.434	23.89	1	1	3	24.59	42	37.882604666667	-122.30845716667	169.7	22	55	1
58339.485	23.89	1	1	3	24.59	42.5	37.882604666667	-122.30845716667	169.7	22	55	1
58339.533	23.89	1	1	3	24.59	42.5	37.882604666667	-122.30845716667	169.7	22	55	1
58339.585	23.92	1	1	3	24.59	42.799999	37.882562333333	-122.30844733333	169.6	22	55	1
58339.634	23.92	1	1	3	24.59	42.799999	37.882562333333	-122.30844733333	169.6	22	55	1
58339.685	23.89	1	1	3	24.59	43	37.882562333333	-122.30844733333	169.6	22	55	1
58339.733	23.89	1	1	3	24.59	43	37.882562333333	-122.30844733333	169.6	22	55	1
58339.785	23.92	1	1	3	24.59	43.400002	37.882519833333	-122.30843750000	169.7	22	55	1
58339.834	23.92	1	1	3	24.59	43.400002	37.882519833333	-122.30843750000	169.7	22	55	1
58339.885	23.92	1	1	3	24.59	43.599998	37.882519833333	-122.30843750000	169.7	22	55	1
58339.934	23.92	1	1	3	24.59	43.599998	37.882519833333	-122.30843750000	169.7	22	55	1
58339.985	23.89	1	1	3	24.59	43.599998	37.882477333333	-122.30842750000	169.5	22	55	1
58340.034	23.89	1	1	3	24.59	43.599998	37.882477333333	-122.30842750000	169.5	22	55	1
58340.085	23.92	1	1	3	24.59	44.400002	37.882477333333	-122.30842750000	169.5	22	55	1
58340.134	23.92	1	1	3	24.59	44.400002	37.882477333333	-122.30842750000	169.5	22	55	1
58340.185	23.92	1	1	3	24.59	44.5	37.882435000000	-122.30841750000	169.4	22	55	1
58340.234	23.92	1	1	3	24.59	44.5	37.882435000000	-122.30841750000	169.4	22	55	1
58340.285	23.89	1	1	3	24.59	44.900002	37.882435000000	-122.30841750000	169.4	22	55	1
58340.334	23.89	1	1	3	24.59	44.900002	37.882435000000	-122.30841750000	169.4	22	55	1
58340.385	23.92	1	1	3	24.59	45.200001	37.882392500000	-122.30840766667	169.7	22	55	1
58340.434	23.92	1	1	3	24.59	45.200001	37.882392500000	-122.30840766667	169.7	22	55	1
58340.485	23.92	1	1	3	24.59	45.5	37.882392500000	-122.30840766667	169.7	22	55	1
58340.534	23.92	1	1	3	24.59	45.5	37.882392500000	-122.30840766667	169.7	22	55	1
58340.585	23.92	1	1	3	24.59	45.799999	37.882350000000	-122.30839783333	169.7	22	55	1
58340.634	23.92	1	1	3	24.59	45.900002	37.882350000000	-122.30839783333	169.7	27	55	1
58340.685	23.94	1	1	3	24.59	45.900002	37.882350000000	-122.30839783333	169.7	27	55	1
58340.734	23.94	1	1	3	24.59	45.900002	37.882350000000	-122.30839783333	169.7	27	55	1
58340.785	23.92	1	1	3	24.59	45.900002	37.882307666667	-122.30838783333	169.4	27	55	1
58340.834	23.92	1	1	3	24.59	45.900002	37.882307666667	-122.30838783333	169.4	27	55	1
58340.885	23.92	1	1	3	24.59	46.599998	37.882307666667	-122.30838783333	169.4	27	55	1
58340.934	23.92	1	1	3	24.59	46.599998	37.882307666667	-122.30838783333	169.4	27	55	1
58340.985	23.89	1	1	3	24.59	46.900002	37.882265166667	-122.30837800000	169.7	27	55	1
58341.034	23.89	1	1	3	24.59	46.900002	37.882265166667	-122.30837800000	169.7	27	55	1
58341.085	23.92	1	1	3	24.59	47.200001	37.882265166667	-122.30837800000	169.7	27	55	1
58341.134	23.92	1	1	3	24.59	47.200001	37.882265166667	-122.30837800000	169.7	27	55	1
58341.185	24.00	1	1	3	24.59	47.599998	37.882222666667	-122.30836833333	169.8	27	55	1
58341.233	24.00	1	1	3	24.59	47.599998	37.882222666667	-122.30836833333	169.8	27	55	1
58341.285	23.89	1	1	3	24.59	47.700001	37.882222666667	-122.30836833333	169.8	27	55	1
58341.334	23.89	1	1	3	24.59	47.700001	37.882222666667	-122.30836833333	169.8	27	55	1
58341.385	23.89	1	1	3	24.59	48	37.882180166667	-122.30835850000	169.7	27	55	1
58341.434	23.89	1	1	3	24.59	48	37.882180166667	-122.30835850000	169.7	27	55	1
58341.485	23.97	1	1	3	24.59	48.299999	37.882180166667	-122.30835850000	169.7	27	55	1
58341.534	23.97	1	1	3	24.59	48.299999	37.882180166667	-122.30835850000	169.7	27	55	1
58341.586	24.00	1	1	3	24.59	48.5	37.882137666667	-122.30834883333	169.8	27	55	1
58341.635	24.00	1	1	3	24.59	48.5	37.882137666667	-122.30834883333	169.8	27	55	1
58341.686	24.03	1	1	3	24.59	48.5	37.882137666667	-122.30834883333	169.8	27	55	1
58341.735	24.03	1	1	3	24.59	48.5	37.882137666667	-122.30834883333	169.8	27	55	1
58341.786	24.00	1	1	3	24.59	48.900002	37.882095166667	-122.30833916667	169.8	27	55	1
58341.835	24.00	1	1	3	24.59	48.900002	37.882095166667	-122.30833916667	169.8	27	55	1
58341.886	24.00	1	1	3	24.59	48.900002	37.882095166667	-122.30833916667	169.8	27	55	1
58341.935	24.00	1	1	3	24.59	48.900002	37.882095166667	-122.30833916667	169.8	27	55	1
58341.986	23.97	1	1	2	24.59	48.900002	37.882052666667	-122.30832950000	169.8	27	55	1
58342.035	23.97	1	1	2	24.59	48.900002	37.882052666667	-122.30832950000	169.8	27	55	1
58342.086	24.03	1	1	2	24.59	48.900002	37.882052666667	-122.30832950000	169.8	27	55	1
58342.135	24.03	1	1	2	24.59	48.900002	37.882052666667	-122.30832950000	169.8	27	55	1
58342.186	24.00	1	1	2	24.59	50.299999	37.882010333333	-122.30831966667	169.6	27	55	1
58342.235	24.00	1	1	2	24.59	50.299999	37.882010333333	-122.30831966667	169.6	27	55	1
58342.286	23.97	1	1	2	24.59	50.5	37.882010333333	-122.30831966667	169.6	27	55	1
58342.335	23.97	1	1	2	24.59	50.5	37.882010333333	-122.30831966667	169.6	27	55	1
58342.386	23.97	1	1	2	24.59	50.799999	37.881967833333	-122.30831016667	170.0	27	55	1
58342.435	23.97	1	1	2	24.59	50.799999	37.881967833333	-122.30831016667	170.0	27	55	1
58342.486	24.00	1	1	2	24.59	51.099998	37.881967833333	-122.30831016667	170.0	27	55	1
58342.532	24.00	1	1	2	24.59	51.099998	37.881967833333	-122.30831016667	170.0	27	55	1
58342.586	23.97	1	1	2	24.59	51.5	37.881925333333	-122.30830050000	169.8	27	55	1
58342.635	23.97	1	1	2	24.59	51.5	37.881925333333	-122.30830050000	169.8	27	55	1
58342.686	23.89	1	1	2	24.59	51.799999	37.881925333333	-122.30830050000	169.8	27	55	1
58342.735	23.89	1	1	2	24.59	51.799999	37.881925333333	-122.30830050000	169.8	27	55	1
58342.786	23.94	1	1	2	24.59	52	37.881883000000	-122.30829100000	170.0	27	55	1
58342.833	23.94	1	1	2	24.59	52.5	37.881883000000	-122.30829100000	170.0	27	55	1
58342.885	23.94	1	1	2	24.59	52.5	37.881883000000	-122.30829100000	170.0	27	55	1
58342.934	23.94	1	1	2	24.59	52.5	37.881883000000	-122.30829100000	170.0	27	55	1
58342.985	23.94	1	1	2	24.59	52.5	37.881840500000	-122.30828150000	170.0	27	55	1
58343.034	23.94	1	1	2	24.59	52.5	37.881840500000	-122.30828150000	170.0	27	55	1
58343.084	23.92	1	1	2	24.59	53.099998	37.881840500000	-122.30828150000	170.0	27	55	1
58343.134	23.92	1	1	2	24.59	53.099998	37.881840500000	-122.30828150000	170.0	27	55	1
58343.185	23.94	1	1	2	24.59	53.400002	37.881798000000	-122.30827200000	170.0	27	55	1
58343.234	23.94	1	1	2	24.59	53.400002	37.881798000000	-122.30827200000	170.0	27	55	1
58343.285	23.94	1	1	2	24.59	53.799999	37.881798000000	-122.30827200000	170.0	27	55	1
58343.334	23.94	1	1	2	24.59	53.799999	37.881798000000	-122.30827200000	170.0	27	55	1
58343.385	23.94	1	1	2	24.59	53.900002	37.881755500000	-122.30826250000	170.0	27	55	1
58343.433	23.94	1	1	2	24.59	53.900002	37.881755500000	-122.30826250000	170.0	27	55	1
58343.485	23.97	1	1	2	24.59	53.900002	37.881755500000	-122.30826250000	170.0	27	55	1
58343.533	23.97	1	1	2	24.59	53.900002	37.881755500000	-122.30826250000	170.0	27	55	1
58343.585	23.94	1	1	2	24.59	54.599998	37.881713166667	-122.30825300000	170.0	27	55	1
58343.634	23.94	1	1	2	24.59	54.599998	37.881713166667	-122.30825300000	170.0	27	55	1
58343.685	23.94	1	1	2	24.59	54.900002	37.881713166667	-122.30825300000	170.0	27	55	1
58343.734	23.94	1	1	2	24.59	54.900002	37.881713166667	-122.30825300000	170.0	27	55	1
58343.785	23.94	1	1	2	24.59	55.299999	37.881670666667	-122.30824366667	170.2	27	55	1
58343.833	23.94	1	1	2	24.59	55.299999	37.881670666667	-122.30824366667	170.2	27	55	1
58343.885	23.94	1	1	2	24.59	55.299999	37.881670666667	-122.30824366667	170.2	27	55	1
58343.934	23.94	1	1	2	24.59	55.299999	37.881670666667	-122.30824366667	170.2	27	55	1
58343.985	23.92	1	1	2	24.59	55.799999	37.881628333333	-122.30823416667	170.0	27	55	1
58344.033	23.92	1	1	2	24.59	55.799999	37.881628333333	-122.30823416667	170.0	27	55	1
58344.085	23.92	1	1	2	24.59	56	37.881628333333	-122.30823416667	170.0	27	55	1
58344.134	23.92	1	1	2	24.59	56	37.881628333333	-122.30823416667	170.0	27	55	1
58344.185	23.94	1	1	2	24.59	56.299999	37.881585833333	-122.30822466667	170.0	27	55	1
58344.234	23.94	1	1	2	24.59	56.299999	37.881585833333	-122.30822466667	170.0	27	55	1
58344.285	23.94	1	1	2	24.59	56.700001	37.881585833333	-122.30822466667	170.0	27	55	1
58344.334	23.94	1	1	2	24.59	56.700001	37.881585833333	-122.30822466667	170.0	27	55	1
58344.385	23.97	1	1	2	24.59	57	37.881543333333	-122.30821533333	170.2	27	55	1
58344.433	23.97	1	1	2	24.59	57	37.881543333333	-122.30821533333	170.2	27	55	1
58344.485	23.97	1	1	2	24.59	57.200001	37.881543333333	-122.30821533333	170.2	27	55	1
58344.534	23.97	1	1	2	24.59	57.200001	37.881543333333	-122.30821533333	170.2	27	55	1
58344.585	23.97	1	1	2	24.59	57.599998	37.881500833333	-122.30820583333	170.0	27	55	1
58344.634	23.97	1	1	2	24.59	57.599998	37.881500833333	-122.30820583333	170.0	27	55	1
58344.685	23.94	1	1	2	24.59	57.900002	37.881500833333	-122.30820583333	170.0	27	55	1
58344.734	23.94	1	1	2	24.59	57.900002	37.881500833333	-122.30820583333	170.0	27	55	1
58344.785	23.94	1	1	2	24.59	58.200001	37.881458333333	-122.30819666667	170.3	27	55	1
58344.834	23.94	1	1	2	24.59	58.200001	37.881458333333	-122.30819666667	170.3	27	55	1
58344.885	23.97	1	1	2	24.59	58.599998	37.881458333333	-122.30819666667	170.3	27	55	1
58344.933	23.97	1	1	2	24.59	58.599998	37.881458333333	-122.30819666667	170.3	27	55	1
58344.985	23.97	1	1	2	24.59	58.799999	37.881415833333	-122.30818716667	170.0	27	55	1
58345.033	23.97	1	1	2	24.59	58.799999	37.881415833333	-122.30818716667	170.0	27	55	1
58345.085	23.94	1	1	2	24.59	58.799999	37.881415833333	-122.30818716667	170.0	27	55	1
58345.133	23.94	1	1	2	24.59	58.799999	37.881415833333	-122.30818716667	170.0	27	55	1
58345.185	23.92	1	1	2	24.59	59.5	37.881373333333	-122.30817783333	170.2	27	55	1
58345.233	23.92	1	1	2	24.59	59.5	37.881373333333	-122.30817783333	170.2	27	55	1
58345.285	23.94	1	1	2	24.59	59.799999	37.881373333333	-122.30817783333	170.2	27	55	1
58345.334	23.94	1	1	2	24.59	59.799999	37.881373333333	-122.30817783333	170.2	27	55	1
58345.384	23.94	1	1	2	24.59	60.200001	37.881330833333	-122.30816850000	170.2	27	55	1
58345.434	23.94	1	1	2	24.59	60.200001	37.881330833333	-122.30816850000	170.2	27	55	1
58345.485	23.89	1	1	2	24.59	60.599998	37.881330833333	-122.30816850000	170.2	27	55	1
58345.533	23.89	1	1	2	24.59	60.599998	37.881330833333	-122.30816850000	170.2	27	55	1
58345.585	23.89	1	1	2	24.59	60.799999	37.881288166667	-122.30815883333	169.9	27	55	1
58345.634	23.89	1	1	2	24.59	60.799999	37.881288166667	-122.30815883333	169.9	27	55	1
58345.684	23.92	1	1	2	24.59	61.099998	37.881288166667	-122.30815883333	169.9	2	55	1
58345.734	23.92	1	1	2	24.59	61.099998	37.881288166667	-122.30815883333	169.9	2	55	1
58345.785	23.94	1	1	2	24.59	61.299999	37.881245666667	-122.30814950000	170.2	2	55	1
58345.833	23.94	1	1	2	24.59	61.299999	37.881245666667	-122.30814950000	170.2	2	55	1
58345.885	23.92	1	1	2	24.59	61.599998	37.881245666667	-122.30814950000	170.2	2	55	1
58345.933	23.92	1	1	2	24.59	61.599998	37.881245666667	-122.30814950000	170.2	2	55	1
58345.985	23.92	1	1	2	24.59	62.099998	37.881203333333	-122.30814016667	170.1	2	55	1
58346.034	23.92	1	1	2	24.59	62.099998	37.881203333333	-122.30814016667	170.1	2	55	1
58346.085	23.92	1	1	2	24.59	62.200001	37.881203333333	-122.30814016667	170.1	2	55	1
